featurekey,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACAT1,10.453705296591938,0.39526736948236635,0.04478111120839358,8.826653890810087,1.0785391122551105e-18,3.398606812000469e-18
ACAT2,9.91918035656157,-0.0015315110007535473,0.02926809504720413,-0.052326979199824854,0.9582681564669714,0.9667153747384104
ACBD3,9.39928648996877,-0.7825463542466841,0.055126287725549686,-14.195520622441494,9.765846362136995e-46,1.7307705863652877e-44
ACBD3-AS1,0.10752129296760785,-0.5053177665585706,0.2737434676437118,-1.8459536985783425,0.06489892864392623,0.0878751612923308
ACBD4,2.760790933974657,-0.021915112152923043,0.04793115794149646,-0.4572205866520493,0.6475125027435287,0.7063120347275539
ACBD5,10.174456432380131,-0.4332072472433487,0.038980561708023075,-11.113417258791962,1.079477992383863e-28,5.6551929033225585e-28
ACBD6,14.159877869603656,-0.054587463125949275,0.03499276634040783,-1.5599642107435931,0.11876833894914411,0.15553774398174527
ACBD7,0.005160421022798284,0.4867610143409092,2.145711038786865,0.2268530130767806,0.8205380396403457,
ACCS,1.9526438335398129,-0.6666487582535584,0.08721147735434628,-7.644048449551178,2.1049614209648832e-14,5.497177685778272e-14
ACCSL,0.0,,,,,
ACD,12.265295056987487,-0.3516350815450569,0.031175888012597703,-11.279071871279704,1.664932334429443e-29,9.137321952855712e-29
ACE,0.1528292572810383,0.6406770739865961,0.39206313969854584,1.6341170824658688,0.10223426861988281,0.1351194724830197
ACE2,0.0,,,,,
ACE2-DT,0.0,,,,,
ACE3P,0.0,,,,,
ACER1,0.037905133182637316,0.543508963033303,0.8540341788140727,0.6364018870860993,0.524514511229188,0.5964726335908568
ACER2,0.08869034134832018,-0.3785614144522895,0.2673351506369027,-1.4160555151479328,0.1567592511412994,0.20216972347331205
ACER2P1,0.0,,,,,
ACER3,4.815725925240761,-0.05345543708321236,0.0420249908807282,-1.2719916402819718,0.203376089520936,0.2572565512464723
ACHE,0.011666018911147574,0.43035811020667863,1.3717570707700615,0.3137276412689377,0.753727905223857,
ACIN1,22.21524605040627,-0.8267582161849426,0.047334735195389874,-17.466205583959074,2.5916812588802913e-68,7.652198084969948e-66
ACKR1,0.0,,,,,
ACKR2,0.053179469396017635,-0.05016804218219643,0.42658140634333336,-0.1176048497102538,0.9063807621038892,0.9256294404357855
ACKR3,0.13404301727014684,-0.6524217494441098,0.2504016911445358,-2.6055005717494204,0.009174012046231955,0.013480236870560599
ACKR4,0.037941318321897836,0.048504356914499745,0.44081180849615204,0.11003415965641754,0.9123822839015552,0.9303425650807197
ACKR4P1,0.0,,,,,
ACLY,11.096915149116889,-0.6880424015554542,0.049698432281408154,-13.844348201157365,1.3762342509507111e-43,2.0378481691860932e-42
ACMSD,0.0004699031875740408,0.5579485144352752,2.9313061987101308,0.19034125970217322,0.8490417240268536,
ACNATP,0.0,,,,,
ACO1,2.490202724673982,-0.18392081850845887,0.05455883728434321,-3.371054583695074,0.0007488101965532704,0.0011902115559556344
ACO2,19.564564788197725,-0.03631099810133896,0.020678468071438035,-1.755981051202397,0.07909164410793339,0.1060613990340104
ACOD1,0.0,,,,,
ACOT1,0.009352540130686274,0.40617453426786454,1.03826559506789,0.3912048479669652,0.6956458251338357,
ACOT11,0.1772399331930866,0.24275143957150622,0.23982890745155191,1.0121859043224164,0.31144917452880017,0.38011939182942106
ACOT12,0.0,,,,,
ACOT13,5.038534172512724,-0.14284550702451615,0.0466600758785625,-3.0614075167019834,0.0022029903617869916,0.0033976960625847637
ACOT2,3.756532644684221,-1.3881838897297618,0.09561763444635199,-14.518073970012587,9.308923436721492e-48,2.018026970577377e-46
ACOT4,3.8834233862697216,-0.2517213113891243,0.05199138896539489,-4.841596202722498,1.2880029255222817e-06,2.390293801318095e-06
ACOT6,0.007766424983142091,0.4908997098910526,2.23814435062005,0.21933335522128183,0.8263903807047857,
ACOT7,7.388433902904741,-0.1102123119954573,0.03595331103317878,-3.0654287137490646,0.0021735818563736855,0.003353039597246052
ACOT8,10.421182977499509,-0.1046931697090824,0.02610099189470582,-4.011080120304461,6.0441592946631966e-05,0.00010250422018048567
ACOT9,6.041054147421801,-0.24513298123340105,0.035045770739400524,-6.994652309295857,2.6591755904417167e-12,6.388512488476984e-12
ACOX1,3.9094417851840633,-0.6413524161033224,0.05741608384904215,-11.170257062281719,5.701563405749877e-29,3.0343251823751054e-28
ACOX2,0.0012002769645541383,0.5408895619991491,2.9312243900051875,0.184526835899517,0.853600176609449,
ACOX3,2.484462512713434,-0.577964883098564,0.05773074768841031,-10.011387453666961,1.358340012247633e-23,5.498539512150207e-23
ACOXL,0.018252746219589333,0.48759734073197475,1.2302885861398445,0.39632761469555766,0.6918633580260134,
ACOXL-AS1,0.0007096539117474237,0.5621131002912115,2.9313263103235565,0.1917606710353465,0.8479296791383792,
ACP1,50.34588752664046,0.10873644830756546,0.01574976614591624,6.904003989656682,5.0556878913632604e-12,1.1989898849830653e-11
ACP2,2.8733053127857078,-0.33960194807586624,0.055962294805538,-6.068406402130947,1.29185667687679e-09,2.7588138464822874e-09
ACP3,0.030695668056839757,0.43613512031619983,0.6950224458487295,0.6275122809646984,0.5303234885471666,0.6014737289047225
ACP4,0.0,,,,,
ACP5,5.851700487310689,0.0176779579350313,0.04402582304356597,0.40153611478286255,0.6880254543349584,0.7426027037832279
ACP6,1.4097113707107487,0.048451316020625336,0.07357903958897616,0.6584934553547022,0.5102211010766111,0.5826418715341901
ACP7,0.0026657511861206584,0.5517470864119909,2.9311959573061412,0.18823275360923442,0.8506941977101183,
ACR,0.0,,,,,
